DateTime,AddedIPs,RemovedIPs
1596805321,0,2
1596806521,1,2
1596807721,0,5
1596808921,1,1
1596810121,2,1
1596812521,3,5
1596813121,0,2
1596813721,1,1
1596814921,0,3
1596815522,1,0
1596816121,1,0
1596817321,0,5
1596818521,2,0
1596819721,1,0
1596820321,0,3
1596821522,0,7
1596822121,1,0
1596823321,1,3
1596824521,1,0
1596825721,1,1
1596826921,1,3
1596828121,1,5
1596828721,1,2
1596831721,0,2
1596834121,1,24
1596835321,0,3
1596836521,1,0
1596837721,1,0
1596838921,0,3
1596839521,2,0
1596840721,1,4
1596841321,1,2
1596841922,4,0
1596843122,0,2
1596844921,2,1
1596846121,2,47
1596847321,1,0
1596848521,0,2
1596849122,0,3
1596851521,1,2
1596853921,0,3
1596854521,2,3
1596855722,2,0
1596858721,1,1
1596859322,0,5
1596861721,3,2
1596862921,4,3
1596864121,1,0
1596865321,1,2
1596866522,3,1
1596867722,0,3
1596868921,0,6
1596871321,2,1
1596873721,0,2
1596874921,0,4
1596876122,6,0
1596876722,1,1
1596878522,2,7
1596879721,0,3
1596880322,1,0
1596880921,0,2
1596881521,0,1
1596882721,0,1
1596883921,1,0
1596884521,1,0
1596885121,0,1
1596885721,0,1
1596887522,1,0
1596888121,1,1
1596889321,2,0
1596889921,0,2
1596890521,1,1
1596891121,1,2
1596891721,1,1
1596892321,0,1
1596892921,0,1
1596894121,0,4
1596895322,3,0
1596895921,0,3
1596896521,1,3
1596897121,2,0
1596897721,1,1
1596898321,1,0
1596899522,2,1
1596900122,0,6
1596900721,0,5
1596901321,8,0
1596904321,1,1
1596905521,0,1
1596906121,2,0
1596906721,1,1
1596907921,0,1
1596908521,1,0
1596909721,0,2
1596910321,0,1
1596912122,1,2
1596913321,1,1
1596914522,0,3
1596915721,1,0
1596916921,16,4
1596918122,1,2
1596919321,1,0
1596920521,0,3
1596921721,1,2
1596923521,3,2
1596924121,1,3
1596924721,0,1
1596927121,1,6
1596928321,0,6
1596929522,1,0
1596931321,1,3
1596932521,0,2
1596933121,1,0
1596934321,0,4
1596935521,0,3
1596936121,0,1
1596936721,1,0
1596937921,2,2
1596938521,1,0
1596939721,0,2
1596940921,0,3
1596943321,0,2
1596944521,1,2
1596946921,3,2
1596948121,2,0
1596948721,0,1
1596950521,0,1
1596951121,0,1
1596952921,0,1
