DateTime,AddedIPs,RemovedIPs
1596546904,169,21
1596548054,89,40
1596549714,28,47
1596551657,41,33
1596553048,30,6
1596554716,40,33
1596555255,11,17
1596557200,42,40
1596558854,38,51
1596561216,68,61
1596562452,30,42
1596563677,23,16
1596565513,42,45
1596567017,41,68
1596568240,35,47
1596569655,38,62
1596571430,40,66
1596572715,34,9
1596574215,35,60
1596576314,60,36
1596579914,89,118
1596580457,11,45
1596584056,96,121
1596585346,31,21
1596586614,27,44
1596587654,27,85
1596589311,34,54
1596591253,40,61
1596593672,66,67
1596594857,32,48
1596596324,32,46
1596597557,35,14
1596599415,38,60
1596600752,34,35
1596602056,47,46
1596603261,29,23
1596605117,42,31
1596605656,12,33
1596608251,46,58
1596609515,26,50
1596611231,28,58
1596612856,37,69
1596614001,32,22
1596615185,21,57
1596616379,15,28
1596617842,25,28
1596619519,53,41
1596620053,15,56
1596621960,39,64
1596623115,26,12
1596624498,37,88
1596625708,35,28
1596627257,35,45
1596629432,38,44
1596630854,23,35
1596634453,73,93
1596638057,66,80
1596640185,44,41
1596641890,26,43
1596643062,22,22
1596645257,47,39
1596646938,45,31
1596648852,35,49
1596650394,28,58
1596651916,39,6
1596653414,24,392
1596655049,28,232
1596656333,29,37
1596659117,72,42
1596660615,157,51
1596662272,331,34
1596663254,23,43
1596664532,51,27
1596665991,29,33
1596667289,27,41
1596669918,72,51
1596671204,35,39
1596674055,71,99
1596677118,54,41
1596678615,23,17
1596681293,43,116
1596684856,76,100
1596686553,42,40
1596688475,51,38
1596690542,50,37
1596692057,37,36
1596695658,65,90
1596696903,22,24
1596698721,27,45
1596700214,25,106
1596701473,46,229
1596702854,18,354
1596705137,33,70
1596706453,22,37
1596708565,37,55
1596710254,38,40
1596713119,81,59
1596714263,14,38
1596715414,17,190
1596717257,41,195
1596720855,66,88
1596724453,91,90
1596725554,24,21
1596726926,39,42
1596728052,34,34
1596730711,62,55
1596731655,38,40
1596733824,78,44
1596735256,39,41
1596736851,39,52
1596738316,37,6
1596738853,18,29
1596742455,112,85
1596745038,76,63
1596746056,20,47
1596748505,51,52
1596750147,39,52
1596751554,30,48
1596752716,30,2
1596753850,37,56
1596755397,30,29
1596756854,37,43
1596759918,61,54
1596761415,30,49
1596764058,57,87
1596765288,29,19
1596766988,37,33
1596767657,17,40
1596769654,25,42
1596771794,39,62
1596773602,34,60
1596774856,39,41
1596777756,60,48
1596778457,12,34
