DateTime,AddedIPs,RemovedIPs
1596430610,80,388
1596432502,73,364
1596434678,86,422
1596436590,62,425
1596438525,76,422
1596440417,59,444
1596442336,87,390
1596444289,80,429
1596446187,80,362
1596448393,95,488
1596450256,64,380
1596452234,81,406
1596454120,80,400
1596456193,71,627
1596458169,72,460
1596460122,68,404
1596462010,64,390
1596463932,75,372
1596465886,67,369
1596467769,58,309
1596469691,53,360
1596471644,50,317
1596473530,78,360
1596475454,76,296
1596477399,56,354
1596479293,57,315
1596482172,114,483
1596484091,85,366
1596486041,72,338
1596487930,50,348
1596489851,71,362
1596491803,49,425
1596493689,64,385
1596495758,82,462
1596497577,52,423
1596499489,67,430
1596501375,86,1270
1596503327,58,857
1596505214,105,105
1596507134,159,118
1596509256,505,461
1596511259,69,1057
1596513152,83,683
1596515329,96,91
1596517464,89,100
1596519407,77,90
1596521374,70,79
1596523219,59,76
1596525148,65,82
1596527115,102,92
1596528979,100,96
1596530917,109,97
1596532885,85,97
1596534738,86,101
1596536659,101,81
1596538606,333,91
1596540523,148,101
1596542906,1059,69
1596545001,1127,75
1596547094,305,67
1596548930,48,61
1596550859,72,59
1596552773,63,67
1596554679,48,62
1596556611,62,56
1596558524,54,58
1596560560,61,55
1596562396,61,46
1596564298,72,58
1596566187,78,50
1596568175,56,79
1596570024,57,52
1596572043,80,59
1596573930,206,54
1596575790,521,43
1596577748,65,66
1596579654,52,44
1596581539,53,79
1596583467,62,53
1596585414,61,59
1596587310,41,61
1596589408,49,66
1596591386,44,74
1596593328,45,81
1596595222,58,448
1596597134,50,80
1596599086,60,69
1596601026,73,55
1596602898,62,67
1596604865,38,60
1596606735,54,54
1596608661,63,54
1596610965,69,56
1596613075,51,88
1596614902,37,78
1596616816,34,88
1596618779,38,75
1596620670,45,75
1596622655,66,99
1596624525,57,221
1596626497,61,76
1596628370,58,895
1596630260,90,878
1596632295,98,1000
1596634128,83,95
1596637010,155,117
1596638914,100,85
1596640819,71,64
1596642774,81,96
1596644680,84,83
1596646591,93,62
1596648540,90,90
1596650786,118,116
1596652612,92,89
1596654568,87,83
1596656425,82,87
1596658370,83,108
1596660271,73,77
1596662182,80,81
1596664130,67,96
1596666020,71,106
1596667962,78,84
1596669926,99,102
1596671819,116,98
1596673697,92,81
1596675906,81,117
1596677825,69,81
1596679701,80,94
1596681623,83,100
1596683567,84,67
1596685464,65,74
1596687380,85,117
1596689332,78,103
1596691237,71,85
1596693155,75,84
1596695098,63,484
1596696996,79,740
1596698896,68,79
1596700972,81,93
1596703008,93,100
1596704918,83,85
1596706844,83,70
1596708770,98,90
1596710714,79,96
1596712775,85,103
1596714771,91,87
1596716729,80,98
1596718588,70,84
1596720528,66,79
1596722507,55,104
1596724341,51,84
1596726230,51,103
1596728200,64,76
1596730129,57,110
1596732032,84,109
1596733959,74,101
1596735885,71,103
1596737777,62,94
1596739696,73,104
1596741643,125,107
1596743535,111,123
1596745457,69,116
1596747458,80,134
1596749291,60,91
1596751351,77,104
1596753164,101,86
1596755058,91,92
1596756975,57,108
1596758947,72,124
1596760815,63,109
1596762734,68,118
1596764687,76,117
1596766578,173,110
1596768739,92,129
1596770656,79,82
1596772607,71,80
1596774495,333,91
1596776548,702,97
1596778600,71,103
1596780494,41,94
1596782428,64,111
1596784361,66,75
1596786254,69,96
1596788182,75,72
1596790120,57,89
1596792008,78,80
1596793932,56,90
1596795881,65,97
1596797778,67,92
1596799690,69,98
1596801752,59,126
1596803778,55,110
1596805734,85,73
1596807609,65,84
1596809533,72,95
1596811495,91,74
1596813374,61,97
1596815293,80,83
1596817242,76,86
1596819134,55,97
1596821052,70,75
1596823000,77,91
1596824891,68,70
1596826903,109,71
1596828761,76,101
1596830660,77,96
1596832592,99,93
1596834524,83,65
1596836412,86,89
1596838329,94,96
1596840280,79,86
1596842172,95,86
1596844134,109,93
1596846011,95,75
1596847929,74,67
1596849880,94,67
1596851772,83,114
1596853946,73,126
1596855857,92,116
1596857809,125,75
1596859693,85,65
1596861621,103,802
1596863585,172,375
1596865460,105,67
1596867382,107,76
1596869352,93,71
1596871215,93,63
1596873133,98,84
1596875089,87,71
1596876976,97,79
1596878938,95,102
1596881016,113,67
1596883021,152,90
1596884898,125,64
1596886813,138,72
1596888773,114,58
