DateTime,Entries,UniqueIPs
1596424847,4275,4275
1596426739,4283,4283
1596428659,4288,4288
1596430606,4278,4278
1596432498,4283,4283
1596434610,4283,4283
1596436587,4273,4273
1596438522,4312,4312
1596440412,4302,4302
1596442329,4310,4310
1596444285,4307,4307
1596446170,4306,4306
1596448340,4329,4329
1596450250,4314,4314
1596452229,4324,4324
1596454115,4339,4339
1596456088,4361,4361
1596457964,4365,4365
1596459851,4361,4361
1596461772,4360,4360
1596463729,4354,4354
1596465609,4355,4355
1596467535,4331,4331
1596469482,4330,4330
1596471388,4354,4354
1596473289,4340,4340
1596475251,4305,4305
1596477135,4266,4266
1596479054,4214,4214
1596481015,4187,4187
1596482891,4138,4138
1596485013,4064,4064
1596486970,4026,4026
1596488921,3988,3988
1596490807,3945,3945
1596492975,3904,3904
1596494908,3892,3892
1596496861,3790,3790
1596498742,3759,3759
1596500667,3752,3752
1596502608,3722,3722
1596504492,3699,3699
1596506440,3671,3671
1596509248,3633,3633
1596511254,3606,3606
1596513143,3570,3570
1596515324,3556,3556
1596517389,3557,3557
1596519389,3539,3539
1596521368,3512,3512
1596523213,3517,3517
1596525143,3497,3497
1596527106,3516,3516
1596528974,3537,3537
1596530911,3572,3572
1596532876,3562,3562
1596534733,3549,3549
1596536654,3613,3613
1596538601,3683,3683
1596540490,3783,3783
1596542898,3815,3815
1596544994,3812,3812
1596547051,3836,3836
1596548922,3852,3852
1596550850,3866,3866
1596552755,3881,3881
1596554672,3895,3895
1596556606,3909,3909
1596558519,3888,3888
1596560549,3882,3882
1596562389,3873,3873
1596564292,3895,3895
1596566182,3935,3935
1596568168,3960,3960
1596570018,3969,3969
1596572027,4032,4032
1596573890,4074,4074
1596575784,4085,4085
1596577725,4104,4104
1596579647,4116,4116
1596581533,4142,4142
1596583462,4154,4154
1596585408,4168,4168
1596587303,4171,4171
1596589382,4197,4197
1596591378,4210,4210
1596593322,4216,4216
1596595214,4216,4216
1596597129,4222,4222
1596599080,4201,4201
1596601020,4185,4185
1596602893,4192,4192
1596604850,4178,4178
1596606730,4178,4178
1596608656,4190,4190
1596610958,4281,4281
1596613050,4265,4265
1596614895,4252,4252
1596616809,4221,4221
1596618771,4214,4214
1596620664,4208,4208
1596622650,4150,4150
1596624517,4088,4088
1596626480,3959,3959
1596628364,3911,3911
1596630255,3884,3884
1596632290,3884,3884
1596634124,3854,3854
1596637005,3840,3840
1596638906,3820,3820
1596640811,3844,3844
1596642769,3856,3856
1596644664,3849,3849
1596646586,3867,3867
1596648526,3880,3880
1596650683,3906,3906
1596652605,3886,3886
1596654563,3898,3898
1596656421,3967,3967
1596658364,4008,4008
1596660266,4026,4026
1596662176,4039,4039
1596664126,4087,4087
1596666015,4127,4127
1596667946,4207,4207
1596669911,4237,4237
1596671799,4289,4289
1596673692,4301,4301
1596675840,4315,4315
1596677810,4353,4353
1596679696,4402,4402
1596681618,4439,4439
1596683563,4479,4479
1596685456,4519,4519
1596687375,4517,4517
1596689326,4512,4512
1596691223,4528,4528
1596693149,4536,4536
1596695092,4549,4549
1596696988,4418,4418
1596698891,4414,4414
1596700965,4412,4412
1596703004,4427,4427
1596704910,4590,4590
1596706836,4793,4793
1596708765,4917,4917
1596710707,5066,5066
1596712717,5209,5209
1596714530,5321,5321
1596716449,5450,5450
1596718346,5556,5556
1596720257,5683,5683
1596722212,5778,5778
1596724122,5816,5816
1596726221,5925,5925
1596728198,5984,5984
1596730126,6028,6028
1596732030,6088,6088
