DateTime,Entries,UniqueIPs
1596405486,2838,2838
1596407294,2849,2849
1596410453,2901,2901
1596412366,2913,2913
1596414261,2928,2928
1596416209,2952,2952
1596418099,2979,2979
1596421001,2990,2990
1596422901,3020,3020
1596424848,3038,3038
1596426740,3051,3051
1596428661,3065,3065
1596430608,3060,3060
1596432500,3068,3068
1596434663,3065,3065
1596436588,3064,3064
1596438523,3062,3062
1596440414,3053,3053
1596442333,3058,3058
1596444287,3048,3048
1596446172,3036,3036
1596448342,3047,3047
1596450253,3021,3021
1596452231,3036,3036
1596454117,3045,3045
1596456143,3057,3057
1596457967,3055,3055
1596459853,3039,3039
1596461776,3026,3026
1596463731,3020,3020
1596465613,3018,3018
1596467539,3011,3011
1596469484,2999,2999
1596471391,3000,3000
1596473291,2983,2983
1596475253,2943,2943
1596477137,2893,2893
1596479056,2858,2858
1596481020,2826,2826
1596482893,2799,2799
1596485094,2733,2733
1596486973,2694,2694
1596488922,2638,2638
1596490809,2602,2602
1596492977,2548,2548
1596494909,2528,2528
1596496863,2490,2490
1596498746,2459,2459
1596500669,2460,2460
1596502610,2435,2435
1596504494,2398,2398
1596506516,2368,2368
1596509252,2340,2340
1596511257,2296,2296
1596513149,2277,2277
1596515327,2264,2264
1596517453,2266,2266
1596519392,2234,2234
1596521372,2216,2216
1596523217,2219,2219
1596525146,2220,2220
1596527110,2236,2236
1596528977,2261,2261
1596530915,2293,2293
1596532881,2290,2290
1596534736,2297,2297
1596536657,2336,2336
1596538604,2426,2426
1596540520,2528,2528
1596542901,2566,2566
1596544998,2584,2584
1596547067,2614,2614
1596548928,2639,2639
1596550856,2656,2656
1596552771,2674,2674
1596554677,2677,2677
1596556609,2692,2692
1596558522,2682,2682
1596560556,2674,2674
1596562393,2678,2678
1596564296,2702,2702
1596566185,2740,2740
1596568172,2764,2764
1596570021,2781,2781
1596572040,2839,2839
1596573897,2875,2875
1596575787,2898,2898
1596577728,2916,2916
1596579651,2931,2931
1596581536,2959,2959
1596583465,2970,2970
1596585411,2991,2991
1596587308,2989,2989
1596589403,3024,3024
1596591384,3053,3053
1596593326,3052,3052
1596595220,3054,3054
1596597132,3070,3070
1596599083,3060,3060
1596601023,3052,3052
1596602896,3063,3063
1596604852,3054,3054
1596606733,3055,3055
1596608659,3075,3075
1596610962,3088,3088
1596613073,3084,3084
1596614899,3076,3076
1596616813,3045,3045
1596618776,3038,3038
1596620667,3033,3033
1596622653,3004,3004
1596624523,2933,2933
1596626485,2814,2814
1596628367,2762,2762
1596630258,2729,2729
1596632293,2730,2730
1596634126,2704,2704
1596637008,2683,2683
1596638912,2663,2663
1596640815,2678,2678
1596642771,2673,2673
1596644668,2670,2670
1596646588,2690,2690
1596648529,2696,2696
1596650742,2721,2721
1596652609,2708,2708
1596654565,2723,2723
1596656423,2774,2774
1596658368,2824,2824
1596660269,2861,2861
1596662179,2877,2877
1596664128,2929,2929
1596666018,2973,2973
1596667951,3061,3061
1596669919,3085,3085
1596671802,3140,3140
1596673694,3152,3152
1596675866,3186,3186
1596677813,3220,3220
1596679699,3273,3273
1596681620,3305,3305
1596683565,3346,3346
1596685462,3375,3375
1596687378,3366,3366
1596689329,3361,3361
1596691226,3367,3367
1596693152,3383,3383
1596695096,3386,3386
1596696994,3370,3370
1596698894,3372,3372
1596700968,3374,3374
1596703006,3383,3383
1596704916,3549,3549
1596706842,3747,3747
1596708768,3871,3871
1596710712,4016,4016
1596712773,4140,4140
1596714769,4268,4268
1596716715,4407,4407
1596718573,4511,4511
1596720525,4656,4656
1596723405,4741,4741
1596725296,4819,4819
1596727243,4901,4901
1596729143,4945,4945
1596731054,5014,5014
1596733010,5062,5062
1596734892,5120,5120
1596737000,5173,5173
1596738986,5219,5219
1596740920,5252,5252
1596742815,5265,5265
1596744732,5268,5268
1596746679,5282,5282
1596748571,5270,5270
1596750496,5232,5232
1596752440,5191,5191
1596754330,5128,5128
1596756276,5130,5130
1596758200,5091,5091
1596760090,5084,5084
1596763001,5043,5043
1596764891,5014,5014
1596766841,4981,4981
1596768736,4954,4954
1596770654,4914,4914
1596772605,4896,4896
1596774494,4896,4896
1596776518,4887,4887
1596778333,4880,4880
1596780257,4893,4893
1596782206,4896,4896
1596784102,4876,4876
1596786012,4881,4881
1596787963,4872,4872
1596789850,4868,4868
1596791770,4769,4769
1596793718,4663,4663
1596795614,4579,4579
1596797532,4450,4450
1596799485,4338,4338
1596801375,4243,4243
1596803339,4151,4151
1596805382,4015,4015
1596807192,3877,3877
1596809060,3785,3785
1596810977,3686,3686
1596812927,3497,3497
1596814820,3354,3354
1596816732,3227,3227
1596818684,3073,3073
1596820573,2926,2926
1596822505,2728,2728
1596824452,2539,2539
1596826330,2385,2385
1596828254,2227,2227
1596830202,2076,2076
1596832090,1971,1971
1596834111,1867,1867
1596835965,1804,1804
1596837878,1705,1705
1596839772,1627,1627
1596841975,1535,1535
1596843863,1458,1458
1596845795,1371,1371
1596847725,1324,1324
1596849612,1285,1285
1596851533,1250,1250
1596853482,1213,1213
1596855417,1179,1179
1596857292,1153,1153
1596859289,1111,1111
1596861129,1076,1076
1596863055,1042,1042
1596865000,998,998
1596866895,937,937
1596868834,895,895
1596870759,865,865
1596872654,817,817
1596874571,780,780
1596876523,734,734
1596878408,683,683
1596880357,632,632
1596882279,586,586
1596884182,550,550
1596886134,486,486
1596888153,409,409
1596890201,306,306
1596892112,219,219
1596893949,128,128
1596895967,79,79
1596897853,79,79
1596899803,83,83
1596901730,84,84
1596903616,86,86
1596905534,89,89
1596907482,90,90
1596909375,89,89
1596911322,92,92
1596913409,94,94
1596915399,93,93
1596917302,94,94
1596919235,93,93
1596923054,97,97
1596924980,102,102
1596926926,103,103
1596928812,112,112
1596930747,113,113
1596932682,115,115
1596934585,118,118
1596936498,117,117
1596938611,118,118
1596940601,120,120
1596942494,123,123
1596944417,123,123
1596946360,125,125
1596948253,125,125
1596950176,130,130
1596952122,129,129
1596954032,133,133
1596955930,135,135
1596957895,136,136
1596959771,136,136
1596961944,134,134
1596963922,135,135
1596965804,138,138
1596967701,141,141
1596969616,143,143
1596971569,145,145
1596973455,150,150
1596975384,151,151
1596977326,150,150
1596979218,153,153
1596981034,152,152
1596982842,151,151
1596984731,147,147
1596986695,145,145
1596988570,158,158
1596990491,157,157
1596993611,165,165
1596995527,164,164
1596997480,159,159
1596999384,160,160
1597001288,163,163
1597004414,163,163
1597006331,165,165
1597008284,162,162
1597010174,160,160
1597012093,156,156
1597014153,159,159
1597016199,149,149
1597018100,151,151
1597020015,150,150
1597021968,149,149
1597024127,148,148
1597026024,150,150
1597027946,147,147
1597029896,150,150
1597031804,150,150
1597033695,152,152
1597035701,145,145
1597037534,143,143
1597039554,144,144
1597041409,138,138
1597043311,137,137
1597045216,134,134
1597047161,136,136
1597049057,134,134
1597050980,130,130
1597052927,130,130
1597054855,128,128
1597056737,144,144
1597058684,140,140
1597060589,135,135
1597062492,133,133
1597064563,134,134
1597066633,132,132
1597068523,132,132
1597072367,133,133
1597074279,133,133
1597076185,136,136
1597078100,132,132
1597080044,127,127
1597081938,134,134
1597083859,136,136
1597085800,138,138
1597087692,136,136
1597090573,135,135
1597092496,133,133
1597094439,135,135
1597096344,135,135
1597098260,133,133
1597100200,133,133
1597102094,132,132
1597104062,134,134
1597105959,133,133
1597107868,134,134
1597109784,133,133
1597111719,132,132
1597113619,132,132
1597115538,136,136
1597117484,133,133
1597119377,127,127
1597121299,130,130
1597123238,132,132
1597125138,139,139
1597127078,138,138
1597129006,139,139
1597130892,142,142
1597133774,139,139
1597135691,141,141
1597137642,140,140
1597139535,143,143
1597141459,139,139
1597143422,137,137
1597145293,141,141
1597147332,143,143
1597149172,146,146
1597151099,149,149
1597152975,148,148
1597154920,147,147
1597158760,144,144
1597162578,145,145
1597164527,145,145
1597166443,146,146
1597168357,143,143
1597170310,144,144
1597172177,146,146
1597174094,147,147
1597176157,148,148
1597178199,150,150
1597180130,153,153
1597182021,152,152
1597183971,156,156
1597185854,153,153
1597187790,155,155
1597189749,151,151
1597191630,152,152
1597193545,155,155
1597195495,152,152
1597199298,152,152
1597201413,146,146
1597205291,148,148
1597207216,146,146
1597209161,143,143
1597211056,144,144
1597212969,140,140
1597214917,142,142
1597216811,138,138
1597218729,138,138
1597222571,140,140
1597224494,142,142
1597226574,136,136
1597228609,135,135
1597230499,134,134
1597232722,134,134
1597234677,127,127
1597236490,109,109
1597238462,108,108
1597240335,105,105
1597242257,106,106
1597244200,105,105
1597246119,109,109
1597248135,110,110
1597249951,111,111
1597252100,109,109
1597254014,109,109
1597256188,108,108
1597258109,109,109
1597260103,106,106
1597261974,105,105
1597263857,105,105
1597265814,102,102
1597267695,104,104
1597269851,106,106
1597271771,107,107
1597273719,104,104
1597275616,102,102
1597277536,106,106
1597279485,104,104
1597281370,105,105
1597283290,108,108
1597285238,106,106
1597287147,107,107
1597289086,109,109
1597291000,112,112
1597292893,110,110
1597294960,108,108
1597296764,108,108
1597298661,109,109
1597300575,110,110
1597302524,107,107
1597304415,107,107
1597306333,109,109
1597308282,108,108
1597310173,103,103
1597312094,106,106
1597314067,106,106
1597315956,104,104
1597317883,106,106
1597319830,107,107
1597321695,104,104
1597324653,108,108
1597326509,109,109
1597328443,111,111
1597330338,113,113
1597332260,111,111
1597334207,112,112
1597336102,110,110
1597338196,114,114
1597340176,115,115
1597342122,114,114
1597344014,115,115
1597345891,117,117
1597347854,119,119
1597349799,119,119
1597351689,121,121
1597353683,120,120
1597355561,117,117
1597357454,113,113
1597359771,114,114
1597361578,118,118
1597363460,113,113
1597365408,113,113
1597367376,116,116
1597369232,114,114
1597371161,117,117
1597374982,116,116
1597376923,117,117
1597378815,117,117
1597380734,118,118
1597382683,121,121
1597386495,120,120
1597388602,123,123
1597390597,121,121
1597392493,120,120
1597394430,122,122
1597396362,123,123
1597398250,122,122
1597400168,120,120
